"Folkemengde og endringer, etter region, tid og statistikkvariabel"

"1. januar 1994 ble kommunene 0103 Fredrikstad, 0113 Borge, 0131 "
"Rolvsøy, 0133 Kråkerøy og 0134 Onsøy slått sammen til ny kommune 0106 "
"Fredrikstad."

"1. januar 1994 ble kommunene 0103 Fredrikstad, 0113 Borge, 0131 "
"Rolvsøy, 0133 Kråkerøy og 0134 Onsøy slått sammen til ny kommune 0106 "
"Fredrikstad."

"Endret navn fra Opdal 22.1.1932."

"Fra 1. januar 2017 ble kommunene 0706 Sandefjord, 0719 Andebu og det "
"meste av 0720 Stokke slått sammen til en ny kommune 0710 Sandefjord. "
"Samtidig ble et areal på 3 km2, med ca. 2 200 personer overført fra "
"Stokke til 0704 Tønsberg."

"Endret navn fra Fredriksvern i 1930."

"Fra 1. januar 2017 ble kommunene 0706 Sandefjord, 0719 Andebu og det "
"meste av 0720 Stokke slått sammen til en ny kommune 0710 Sandefjord. "
"Samtidig ble et areal på 3 km2, med ca. 2 200 personer overført fra "
"Stokke til 0704 Tønsberg."

"Fra 1. januar 2017 ble kommunene 0706 Sandefjord, 0719 Andebu og det "
"meste av 0720 Stokke slått sammen til en ny kommune 0710 Sandefjord. "
"Samtidig ble et areal på 3 km2, med ca. 2 200 personer overført fra "
"Stokke til 0704 Tønsberg."

"Fra 1. januar 2017 ble kommunene 0706 Sandefjord, 0719 Andebu og det "
"meste av 0720 Stokke slått sammen til en ny kommune 0710 Sandefjord. "
"Samtidig ble et areal på 3 km2, med ca. 2 200 personer overført fra "
"Stokke til 0704 Tønsberg."

"Endret navn fra Slemdal i 1919."

"Endret navn fra Holme i 1911."

"Endret navn fra Liknes i 1917."

"Endret navn fra Vanse i 1911."

" "
"1. januar 2017 ble kommunegrensa mellom 1102 Sandnes og 1124 Sola "
"endret."

" "
"1. januar 2017 ble kommunegrensa mellom 1102 Sandnes og 1124 Sola "
"endret."

"1. januar 2006 ble kommunene 1154 Vindafjord og 1159 Ølen slått "
"sammen til en ny kommune 1160 Vindafjord."

"1. januar 2006 ble kommunene 1154 Vindafjord og 1159 Ølen slått "
"sammen til en ny kommune 1160 Vindafjord. "
"Kommunen 1214 Ølen ble den 1.januar 2002 overført til Rogaland fylke "
"med kommunenummer 1159."

"1. januar 2006 ble kommunene 1154 Vindafjord og 1159 Ølen slått "
"sammen til en ny kommune 1160 Vindafjord."

"Kommunen 1214 Ølen ble den 1.januar 2002 overført til Rogaland fylke "
"med kommunenummer 1159."

